Order_ID,Customer_ID,Order_Date,Customer_County,Product_Category,Order_Value_KES,Payment_Method,Delivery_Method,Courier_Partner,Package_Weight_Kg,Shipping_Fee_KES,Transit_Time_Days,Fulfillment_Status,Customer_Rating
KE-10903,CUST-5456,2025-04-15,Machakos,Groceries,1904.0,Credit/Debit Card,Pickup Station,Chui Lockers,35kg,296,2.0,Cancelled,1.0
KE-10904,CUST-5134,2025-11-21,Nairobi County,Home & Living,10887.0,Credit/Debit Card,Boda Boda Last-Mile,Chui Lockers,14.13,771,6.0,Delivered,5.0
KE-10905,CUST-5274,2025-05-23,Mombasa ,Health & Wellness,4166.0,Cash on Delivery,Boda Boda Last-Mile,G4S,29.62,422,1.0,Cancelled,5.0
KE-10906,CUST-5061,2025-02-24,Mombasa ,Health & Wellness,7155.0,Credit/Debit Card,Boda Boda Last-Mile,G4S,19.24,517,2.0,Delivered,4.0
KE-10907,CUST-5230,2025-01-08,,Electronics,4193.0,COD,Pickup Station,Local Rider,4.56,420,1.0,Delivered,2.0
KE-10908,CUST-5457,2025-02-13,Kiambu,electrnics,9658.0,Credit/Debit Card,Smart Locker,Sendy,19.82,530,2.0,Delivered,5.0
KE-10909,CUST-5247,2026-01-01,Machakos,Fashion & Apparel,18325.0,Credit/Debit Card,Boda Boda Last-Mile,Wells Fargo,30.31,359,3.0,Delivered,2.0
KE-10910,CUST-5094,,Kajiado,Fashion & Apparel,3766.0,m-pesa,Boda Boda Last-Mile,Sendy,24.1,0,5.0,Delivered,1.0
KE-10911,CUST-5478,2025-03-19,Kiambu,Fashion & Apparel,14069.0,COD,Home Delivery,Sendy,11.93,0,1.0,Cancelled,1.0
KE-10912,CUST-5013,2025-08-25,Mombasa,Electronics,6125.0,COD,Boda Boda Last-Mile,Sendy,22.96,340,7.0,Returned,3.0
KE-10913,CUST-5380,2025-07-28,Nairobi County,Home & Living,-2741,Cash on Delivery,Boda Boda Last-Mile,Sendy,34.42,380,3.0,Delivered,2.0
KE-10914,CUST-5184,2025-03-15,nairobi,Fashion & Apparel,9343.0,M-Pesa,Smart Locker,DHL,28.83,635,4.0,Delivered,4.0
KE-10915,CUST-5328,2025-11-17,nairobi,Electronics,,m-pesa,Smart Locker,DHL,12.63,264,2.0,Delivered,3.0
KE-10916,CUST-5489,2025-10-02,nairobi,Home & Living,23539.0,COD,Boda Boda Last-Mile,Local Rider,23.64,624,1.0,Delivered,3.0
KE-10917,CUST-5233,,Kajiado,Health & Wellness,3402.0,Cash on Delivery,Pickup Station,Sendy,15.36,563,6.0,Delivered,4.0
KE-10918,CUST-5311,2025-11-17,Kiambu,FASHION,17207.0,Credit/Debit Card,Pickup Station,Local Rider,33.79,430,,Delivered,2.0
KE-10919,CUST-5102,2025-09-09,Nairobi,electrnics,-7320,,Boda Boda Last-Mile,G4S,27.79,562,,Cancelled,5.0
KE-10920,CUST-5292,2025-10-18,Nairobi County,Electronics,3525.0,m-pesa,Boda Boda Last-Mile,G4S,32.69,745,7.0,Returned,5.0
KE-10921,CUST-5022,,Kajiado,Home & Living,3193.0,COD,Boda Boda Last-Mile,G4S,35kg,761,5.0,Delivered,4.0
KE-10922,CUST-5060,2025-02-19,Kisumu,Electronics,3290.0,Cash on Delivery,Smart Locker,Local Rider,5.04,466,1.0,Returned,1.0
KE-10923,CUST-5035,2025-07-05,Mombasa ,Electronics,12790.0,Credit/Debit Card,Smart Locker,Chui Lockers,15.17,204,5.0,Returned,1.0
KE-10924,CUST-5414,2025-03-13,Nairobi County,Fashion & Apparel,21884.0,Cash on Delivery,Pickup Station,Chui Lockers,5.01,662,4.0,Delivered,4.0
KE-10925,CUST-5116,2025-07-03,Mombasa ,Fashion & Apparel,"KSh 15,390",Cash on Delivery,Home Delivery,Local Rider,33.27,489,1.0,Returned,2.0
KE-10926,CUST-5402,2025-11-20,Nairobi,Health & Wellness,4249.0,m-pesa,Boda Boda Last-Mile,Chui Lockers,0.92,725,,Returned,
KE-10927,CUST-5464,2025-03-31,Uasin Gishu,Beauty,11996.0,Credit/Debit Card,Home Delivery,Chui Lockers,25.77,482,7.0,Delivered,3.0
KE-10928,CUST-5195,2025-01-24,nairobi,Groceries,7668.0,M-Pesa,Home Delivery,Wells Fargo,8.36,790,6.0,Delivered,2.0
KE-10929,CUST-5179,2025-10-13,kiambu,Fashion & Apparel,3827.0,m-pesa,Home Delivery,Local Rider,13.78,546,6.0,Delivered,3.0
KE-10930,CUST-5039,2025-11-15,kiambu,Groceries,9333.0,M-Pesa,Home Delivery,DHL,35kg,572,1.0,Cancelled,4.0
KE-10931,CUST-5154,2025-03-16,Mombasa ,FASHION,24291.0,m-pesa,Pickup Station,Sendy,11.84,408,7.0,Cancelled,2.0
KE-10932,CUST-5008,2025-07-24,Mombasa ,Electronics,3812.0,Credit/Debit Card,Pickup Station,Chui Lockers,8.79,589,2.0,Delivered,5.0
KE-10933,CUST-5447,2025-09-15,Nakuru,Home & Living,"KSh 18,091",COD,Home Delivery,Wells Fargo,29.65,194,2.0,Delivered,
KE-10934,CUST-5383,2025-05-23,Mombasa,Electronics,2169.0,M-Pesa,Pickup Station,Chui Lockers,5.07,667,1.0,Returned,2.0
KE-10935,CUST-5053,2025-11-01,Uasin Gishu,Electronics,"KSh 9,544",M-Pesa,Boda Boda Last-Mile,Sendy,8.5,658,5.0,Cancelled,4.0
KE-10936,CUST-5023,2025-02-23,nairobi,FASHION,20712.0,Cash on Delivery,Smart Locker,DHL,16.39,523,6.0,Delayed,3.0
KE-10937,CUST-5114,2025-06-22,Nairobi,Fashion & Apparel,22651.0,COD,Boda Boda Last-Mile,Local Rider,26.64,629,,Returned,5.0
KE-10938,CUST-5056,2025-11-12,nairobi,Beauty,19770.0,M-Pesa,Boda Boda Last-Mile,Wells Fargo,29.33,579,,Delivered,5.0
KE-10939,CUST-5007,2025-12-11,Kiambu,Home & Living,6061.0,m-pesa,Boda Boda Last-Mile,G4S,5.76,550,7.0,Delayed,5.0
KE-10940,CUST-5180,2025-08-22,Nairobi,Groceries,12182.0,Credit/Debit Card,Smart Locker,DHL,26.23,295,1.0,Delivered,2.0
KE-10941,CUST-5198,,Nairobi,FASHION,21759.0,Cash on Delivery,Home Delivery,Local Rider,18.88,290,7.0,Delivered,1.0
KE-10942,CUST-5154,2025-02-24,Nairobi County,FASHION,2035.0,COD,Boda Boda Last-Mile,DHL,10.25,400,7.0,Delivered,3.0
KE-10943,CUST-5281,2025-02-16,Nairobi County,FASHION,14282.0,Credit/Debit Card,Home Delivery,Wells Fargo,16.59,478,7.0,Delivered,4.0
KE-10944,CUST-5464,2025-09-10,Mombasa,Health & Wellness,17103.0,M-Pesa,Boda Boda Last-Mile,G4S,8.03,307,3.0,Delivered,3.0
KE-10945,CUST-5216,2025-08-25,Nairobi County,Electronics,2503.0,Cash on Delivery,Boda Boda Last-Mile,Local Rider,34.82,642,1.0,Delivered,2.0
KE-10946,CUST-5271,2025-01-09,Mombasa ,Health & Wellness,11127.0,m-pesa,Smart Locker,Wells Fargo,26.99,690,2.0,Cancelled,3.0
KE-10947,CUST-5023,2025-08-18,Nairobi,Groceries,5212.0,m-pesa,Pickup Station,DHL,19.24,637,2.0,Cancelled,4.0
KE-10948,CUST-5369,2025-09-16,kiambu,Beauty,9126.0,Credit/Debit Card,Pickup Station,Sendy,24.32,390,3.0,Cancelled,2.0
KE-10949,CUST-5242,2025-04-13,Kiambu,Groceries,8933.0,Cash on Delivery,Home Delivery,DHL,16.63,624,3.0,Delivered,5.0
KE-10950,CUST-5360,2025-01-15,Mombasa ,Fashion & Apparel,13687.0,m-pesa,Pickup Station,G4S,33.03,255,1.0,Returned,4.0
KE-10951,CUST-5218,2025-11-07,kiambu,Health & Wellness,20710.0,Credit/Debit Card,Pickup Station,Sendy,13.18,585,1.0,Delivered,2.0
KE-10952,CUST-5015,2025-04-03,Uasin Gishu,Electronics,9220.0,M-Pesa,Home Delivery,Sendy,15.83,169,7.0,Delivered,4.0
KE-10953,CUST-5454,2025-01-21,Nairobi,Fashion & Apparel,14041.0,COD,Home Delivery,Chui Lockers,5.68,604,,Delivered,5.0
KE-10954,CUST-5016,2025-07-23,Nairobi,FASHION,20578.0,Credit/Debit Card,Pickup Station,G4S,16.22,655,7.0,Delivered,4.0
KE-10955,CUST-5113,2025-06-28,Uasin Gishu,Electronics,14604.0,m-pesa,Pickup Station,Local Rider,22.59,360,3.0,Delivered,1.0
KE-10956,CUST-5231,2025-01-01,Mombasa ,Groceries,,M-Pesa,Home Delivery,Local Rider,33.6,0,2.0,Delivered,2.0
KE-10957,CUST-5317,2025-01-17,Nairobi,Fashion & Apparel,11919.0,m-pesa,Home Delivery,Sendy,5.47,489,1.0,Delivered,3.0
KE-10958,CUST-5145,2025-06-18,Nairobi,Groceries,18666.0,Credit/Debit Card,Pickup Station,G4S,30.64,402,2.0,Cancelled,1.0
KE-10959,CUST-5177,2025-10-16,Machakos,Fashion & Apparel,9329.0,M-Pesa,Smart Locker,Local Rider,13.81,776,2.0,Delivered,4.0
KE-10960,CUST-5205,2025-04-12,Uasin Gishu,Fashion & Apparel,987.0,M-Pesa,Boda Boda Last-Mile,Wells Fargo,21.81,750,4.0,Delivered,4.0
KE-10961,CUST-5190,2025-04-29,kiambu,FASHION,5452.0,Cash on Delivery,Pickup Station,DHL,0.99,273,,Cancelled,2.0
KE-10962,CUST-5337,2025-09-30,nairobi,Fashion & Apparel,3969.0,,Home Delivery,Wells Fargo,7.42,252,1.0,Delivered,5.0
KE-10963,CUST-5435,2025-08-15,Machakos,Groceries,4656.0,m-pesa,Pickup Station,DHL,28.67,479,5.0,Returned,1.0
KE-10964,CUST-5154,2025-10-05,Kisumu,Health & Wellness,7347.0,Credit/Debit Card,Home Delivery,Wells Fargo,30.55,319,6.0,Delayed,3.0
KE-10965,CUST-5029,2025-09-24,Kiambu,Home & Living,24709.0,COD,Boda Boda Last-Mile,G4S,14.22,670,4.0,Delivered,3.0
KE-10966,CUST-5156,2025-04-21,Kiambu,Electronics,13338.0,,Home Delivery,Local Rider,6.5,800,7.0,Delivered,5.0
KE-10967,CUST-5210,2025-04-07,nairobi,Electronics,6055.0,Cash on Delivery,Pickup Station,Local Rider,35kg,577,,Delayed,4.0
KE-10968,CUST-5000,2025-05-15,Nairobi,FASHION,6565.0,M-Pesa,Home Delivery,Sendy,25.83,374,7.0,Delivered,2.0
KE-10969,CUST-5152,2025-08-26,Mombasa,Electronics,14258.0,COD,Smart Locker,Chui Lockers,9.91,578,1.0,Delivered,4.0
KE-10970,CUST-5144,2025-04-22,,Home & Living,15672.0,COD,Pickup Station,DHL,3.99,352,999.0,Cancelled,3.0
KE-10971,CUST-5144,2025-12-31,nairobi,Beauty,11934.0,m-pesa,Boda Boda Last-Mile,Chui Lockers,23.08,520,4.0,Delayed,
KE-10972,CUST-5106,2025-05-09,Nairobi,Groceries,16011.0,,Home Delivery,Chui Lockers,21.73,326,2.0,Cancelled,2.0
KE-10973,CUST-5227,2025-06-07,Kisumu,FASHION,11485.0,Cash on Delivery,Home Delivery,G4S,12.63,698,2.0,Delayed,5.0
KE-10974,CUST-5290,2025-01-22,Mombasa,Beauty,,Cash on Delivery,Smart Locker,DHL,31.01,424,4.0,Cancelled,5.0
KE-10975,CUST-5008,2025-01-17,Nakuru,Beauty,10485.0,M-Pesa,Boda Boda Last-Mile,Local Rider,33.47,432,1.0,Cancelled,4.0
KE-10976,CUST-5431,2025-11-30,kiambu,Groceries,4804.0,Credit/Debit Card,Home Delivery,Wells Fargo,23.1,239,7.0,Delivered,1.0
KE-10977,CUST-5076,2025-08-20,Uasin Gishu,Electronics,10594.0,Credit/Debit Card,Smart Locker,G4S,12.78,0,1.0,Delivered,4.0
KE-10978,CUST-5303,2025-09-18,Kisumu,Beauty,13756.0,Credit/Debit Card,Pickup Station,DHL,6.5,636,6.0,Delivered,5.0
KE-10979,CUST-5231,2025-09-18,Mombasa,FASHION,2029.0,m-pesa,Pickup Station,DHL,18.07,665,4.0,Returned,3.0
KE-10980,CUST-5434,2025-01-12,Uasin Gishu,Health & Wellness,15422.0,M-Pesa,Boda Boda Last-Mile,DHL,35kg,550,7.0,Delivered,5.0
KE-10981,CUST-5476,13/12/2025,Mombasa,Home & Living,17177.0,Credit/Debit Card,Boda Boda Last-Mile,Sendy,19.71,480,7.0,Delayed,1.0
KE-10982,CUST-5234,2025-01-04,Mombasa ,Fashion & Apparel,10066.0,Credit/Debit Card,Pickup Station,Sendy,23.64,484,,Delivered,3.0
KE-10983,CUST-5396,2025-10-17,Nairobi,Home & Living,20715.0,Cash on Delivery,Pickup Station,Wells Fargo,8.2,434,2.0,Returned,
KE-10984,CUST-5420,2025-02-08,kiambu,Health & Wellness,13160.0,m-pesa,Smart Locker,DHL,18.52,203,6.0,Cancelled,
KE-10985,CUST-5336,2025-03-14,Nairobi County,Fashion & Apparel,2019.0,m-pesa,Smart Locker,Sendy,15.67,181,5.0,Delivered,4.0
KE-10986,CUST-5081,2025-07-25,kiambu,Beauty,10198.0,M-Pesa,Home Delivery,Chui Lockers,5.24,743,5.0,Returned,3.0
KE-10987,CUST-5045,08/02/2025,Uasin Gishu,Beauty,13111.0,COD,Home Delivery,Local Rider,35kg,789,1.0,Delayed,2.0
KE-10988,CUST-5344,2025-05-16,Uasin Gishu,Beauty,8792.0,COD,Home Delivery,G4S,0.48,296,6.0,Cancelled,1.0
KE-10989,CUST-5299,2025-02-16,Mombasa,electrnics,18565.0,M-Pesa,Boda Boda Last-Mile,DHL,35kg,450,3.0,Returned,3.0
KE-10990,CUST-5021,2025-06-30,kiambu,Health & Wellness,17958.0,Cash on Delivery,Pickup Station,Chui Lockers,28.96,672,1.0,Delayed,4.0
KE-10991,CUST-5127,2025-09-23,kiambu,Fashion & Apparel,8063.0,Credit/Debit Card,Boda Boda Last-Mile,Wells Fargo,20.53,745,7.0,Returned,2.0
KE-10992,CUST-5069,2025-01-26,Nakuru,Fashion & Apparel,-18970,COD,Boda Boda Last-Mile,Local Rider,20.46,503,5.0,Returned,2.0
KE-10993,CUST-5301,2025-11-05,Mombasa,Health & Wellness,16145.0,COD,Pickup Station,Wells Fargo,32.08,458,3.0,Delivered,5.0
KE-10994,CUST-5416,2025-05-07,Nakuru,Health & Wellness,,M-Pesa,Home Delivery,DHL,34.26,558,5.0,Delivered,
KE-10995,CUST-5333,2025-12-05,Mombasa ,Home & Living,10347.0,COD,Boda Boda Last-Mile,G4S,1.26,595,7.0,Returned,
KE-10996,CUST-5481,2025-12-24,Kiambu,Beauty,2322.0,M-Pesa,Boda Boda Last-Mile,Chui Lockers,15.04,254,3.0,Delivered,5.0
KE-10997,CUST-5481,2025-10-07,Nairobi,Health & Wellness,-17996,COD,Pickup Station,DHL,32.74,568,5.0,Delayed,2.0
KE-10998,CUST-5387,2025-11-30,Mombasa ,Electronics,10571.0,m-pesa,Pickup Station,Chui Lockers,23.15,564,1.0,Returned,2.0
KE-10999,CUST-5037,2025-09-12,Mombasa,Health & Wellness,22233.0,Credit/Debit Card,Home Delivery,Local Rider,7.02,365,2.0,Delivered,3.0
KE-11000,CUST-5140,2025-08-18,Mombasa ,Electronics,18015.0,M-Pesa,Home Delivery,DHL,29.31,228,5.0,Delivered,
